sentence,label
ኸረረረረ እኔ የውነት መኖር አሰልችቶኛል ትንሽ የምፅናናው ፊልም ሳይ ብቻ ነው። ፊልሙ ካለቀ በኋላ ድጋሚ ይቺ አለም አናቴ ላይ ተቀምጣ ፊልሟን ትሰራብኛለች,neutral 
እልልልልልልልል የዛሬ ሳምንት ሀገሬ ልገባ ነው ተመስገንንንንንንን,neutral 
ሴትን ልጅ ለቀልድ እንኳ ቢሆን የሚሳደብ ወንድ ደስ አይለኝም ወንዶች ተጠንቀቁ እሽ ለሚሰድበን ሰው ክብር የለንም,neutral 
ከሞት እና ከአሜሪካ የሚቀር የለም አይዞቹህ ከአረብ ሀገር ወደ አሜሪካ,neutral 
ያገሬ ልጆች እንዴት ናችሁልኝ እንኳን አደረሳችሁ ለእናታችን ኪዳነ ምህረት ባላችሁበት ሰላምና ደስታችሁን ታብዛው ውድድድድ ሁላችሁንም,neutral 
ጉንፋን ሊገድለኝ ነው። ጒበዝ እስኪ። እንረዳዳመረዳዳት ባህላችን ነው,neutral 
ዋው ዛሬ ፀዳብን ስጠብቀው የነበረው ምርጥ ፊልም ,positive 
በጣም ነው የሚያስጠላው ይሄን ዝርክርክ ኑሯችሁን እዛው ኤጭ,negative 
ብሌን ማሞ ሳቅሽ ሳቄ ነው ስወድሽ,positive 
በያላችሁበት ሠላማችሁ ይብዛልኝ,neutral 
ዘ መጨነቅ ሀገራችንን ሰላም ያድርግልን,neutral 
እኳን ደና መጣችሁ ጋይስ እስኪ ድብር ብሎኛል ላይክ ግጩኝ ያው የመውለጃየ ስአት ድርሷል እ,neutral 
ጨለማ በዛበት ሲያወሩ ያለው ክላሲካል ይረብሻል,negative 
ለነገ  ይቀመጥ   አሁን  ጢኒብራየ  ዙሯል,neutral
ምድረ ከረፈፍ ደራሲ ወንድና ሴት ካልማገጡ ፊልም አትሰሩም በቃ,neutral 
ኤጭ የወድ ቻቢስቲክ ሲያስጠላ,negative 
ወይ እኔ ሰውየው ቦርጩ ነው,neutral 
ኮተታም ፊልም ነው እያቅለሸለሸኝ ነው አይቼ የጨረስኩት እሱም ሌላ አማራጭ ስለሌለ ሰሞኑን የሚለቀቁት ፊልሞች በጣም የወረዱ ናቸው,negative .
አሁንስ የሰለቸኝ ስለ መዳም እና ላይክ ግጩኝ የሚል ኮሜንት ማበብ ነዉ ይሄኮ ስለ ፊልሙ አስተያየታችን ልንሰጥበት እንጅ የባጥ የቆጡን ልንበጠርቅበት አይደለም አቦ ሁልሽንም ልጭሽ ነጫጭባ ሁላ,neutral 
ወድ የእማማ የኢትዮጵያዬ ልጆች ሠላማችሁ ይቦዛ በጣም ደስስስ የሚል ፊልም ነዉ  ክፋ አይንካችሁ,positive 
ቲሽ አሁን እሄ ምኑ ነው ደስየሚለው በናታችሁ ነወይስ ውጭ ስለተሰራ ነው,negative 
ወይ የአሜሪካ  ቀልድ  ቀንድ  ነው ፊልም ብሎ,negative  
አጭራርሱ ትክክል አይደለም ምክንያቱም ለመላጣ ሰውየው ያርገዘችሁ ርግዝናው የሱ ካልሆነ እሱ ሳያውቅ እንደት ያልቃል የላላ ሰው ልጅ የሱ እስካልሆነ ድርስ ማወቅ አለቤትኮ ስወየው በተርፍ አርፍ ነው,positive 
አሪፍ ነው ለኔ ተመችቶኛል,positive 
እሰይ ተመስገን ስለኮረና ወሬ መስማት ሰልችቶን ነበር እስኪ ማነዉ የኮረና ወሬ መስማት የሰለቸዉ,neutral 
አይ ፊልም ቆይ ምን ለማስተማር ነው ግን አልገባኝም ቃማችሁ ጠጣችሁ ጨፈራችሁ ተኛችሁ በዛው, neutral 
ተደናበራችሁ ጨረሳችሁ ስራ ፈትቸ ማየቴ እኮ ነው ደግሞ የሚያናደኝ,negative 
ፊልም ላይ ምን አሰጠላሸ ብትሉኝ መጠጥ ሲጋራ ጫት እነዚህ የሌሉበት ፊልም እንዴት እደናፈቀኝ ።ወጣቱ ወዴት እየሄደ እንደሆን የሚያወቅ ያሰረዳኝ,negative 
እኔ የሚገርመኝ ፊልም ያለ ጫትና ሺሻ ሲጋራ አይሰራም ማለት ነው ያሳዝናል ሌላው እንዴት ነው ሊያቆም ሊተው የሚችለው ይገርማል ደግሞ በሴቶቹ መቼም ለፊልሙ ብቻ ነው ልምድ አድርገውታል,negative 
በህይወቴ እደጭፈራ ቤት ምጠላው የለም  ይሄ ኮሮና መጣና ጠረቀመው አሁኔማ,negative 
ኤጭ!!!!!አይመስጥም,negative 
የቆሸሸ ድራማ ዝሙትን ብቻ የኢትዮ ፊልም ከዛ በላውን ታዘንባላችሁ,negative 
ያስጠላል ወደ ሀገር የምንሄደዉ ገንዘብ በትኖ ሴት ጨርሳ ጠርሙስ ለመምጠጥ ከሆነ ... ታሪክ የሌለዉ ህዝብ ይመስል,negative 
አውስትራሊያ እና አሜሪካ አንድ ሁኑ አንዴ ጉበዝ ,neutral 
ሀሪፍነዉ  በረቱ  ብቻ መቃም እና ማጨስ  ቀንሱና  በደብ ትምህረት ስጡበት  በተረፍ ይመቻችሁ  ያራዳልጂ,negative 
ገባ ገባ በሉ ጋይስ እንየው ባያምርም አይከፋም  መቸስ እኔ ና ማዳሜ በኮሮና ምክንያት ፍቅር ልይዘን ነው 24ስዓት ተፍጠናል ይለይልን እንግዲ እንለያይም, neutral 
እንዴ ምን የሚሉት ነገር ነው አጨራረሱ ምን እሼ በዛ ላይ ምኑም ደስ አይልም,negative 
ቅቤው ተብዬው ዘጋኝ  ለፍላፊ ውንድ ስጠላ ቀዥቃዣ,negative
ይህ ፊልም የሚያወራው ስለ ‹ዳያስፖራ› ትኩረት የሚስብ ነው, neutral 
ግን በየመፅሀፍቶቻችን ላይ ያሉትን ድንቅ ታሪኮች ወደ ፊልም ቀይሮ ለመስራት አይታሰብም, neutral 
እድሜ ልክ እንዲ የወረደ አዝግ ድራማ አይሰለቻችሁም? ግን አገር ውስጥ ብር ከፍሎ ይሄንን ሚያይ አለ,negative 
አይ  የዲያስፓራ ነገር  አቅየላቸው  መቼም  ባንድ  ድንጋይ  ሁለት  ወፍ  ሊበላ  አልተገኘም  እኔየገርመኝ  ጎ  ብሎ  ሲሯሯጡ ክክክ, neutral 
አሁንስ ከኮሮና እኩል እየተለቀቀ  ነው የኢትዬ  የፊልም ስራዎች ,neutral 
ብር እየተበተነላት ምድንሰዋን ልጅ ግርፍ ማርግ ነበር ስታስጠላ ጌጃ ነገር,positives 
እስኪ ምን አለበት ትውልድን የሚያድን የሚያስተምር መልክት ያለው ነገር ብሰሩ በየ ፊልሙ ላይ ሱስ ሴሰኝነት ብቻ የምታስተምሩት,negative 
በነገራችን ላይ በጉንጩ ምግብ ይዞ የሚወራ ሰዉ በጣምነው ሚጠላዉ,negative 
ግን ይች ልጅ ከጫት ከመቃም ውጭ ሌላ ካራክተር አይስጣትም እንዴ,negative 
ወይ ስተስጠሉ,negative 
መጨረሸ የሌለ ፍልም ማያት ሰለቸኝ,negative 
ቆይ ግን መጨረሸ ምን ሆኑ?????ቀልበችን አትገፈፉ, neutral 
ይቅርታ አድርጉልኝና ይህ ፌልም ምኑም አላማርኝም ወይ አያስቅ ወይ እውነተኛ ህይወት አይመስል ወይ ቁም  ነገር  አዘል የለው ግዜዬን ሳጠፋ ደግሞ,negative 
አጨራረሱ ማያምር ፊልም ያስጠላኛል በጣም ነው የተናደድኩት,negative 
ከሃገራችን እንደዚ ኣይነት ኣገር አጥፊ ነብሰ በላ የሆኑ ደላሎች ፈጣሪ ያጥፋቸው,negative 
እናታቹ ትበዳ መጨረሻዉ ምድነዉ ድሮም አማረኛ ፊልም,negative 
በቃ አለቀ ወይስ ይቀጥላል, neutral 
አሁን ይሄ ምንድነው መልእክቱ, neutral 
በእብደት ተጀምሮ በእብደት ያለቀ, neutral 
በጣም አሪፍ ፊልም ነው  ግን ፈጣሪ ከእንደዚህ አይነት ጓደኛ ይሰውረን,positive 
ኮሜት የሰጣችሁ ሁሉ እናታችሁ ትበዳ ቆማጣ ሁሉ ስለፊልሙ አታወራም እንዴ ስታናድዱ, neutral 
ቡዙም አይነፋም የፊልሙ አጃማመር እና ፍፃሜው አይስማሙም,negative
ብዙ ደክማችሁ ነው ይሄን ፊልም የሰራችሁት ግን ደግሞ ባዶ አዎ ባዶ ናችሁ ይሄ ሁሉ production Crue ባለበት ታሪኩን ማሰመሪያ መንገድ አጣችሁ,negative 
መቸም እደዚሁኖ አለቀ አትሉንም ቀጣይ ክፍል ልሰሩለት እደሁጅ,negative 
በጣም ገራም ልብአ ጠንጠልጣይ ፊልም ሥለሆነ ተዚናኑበት,positive
ግን አጨራረስ ከእኛ ነዉ,negative 
ታሪኩ ግን ምንም አይመስጥም ደግሞ አላለቀም ይቀረዋል,negative 
በህይወት ዘመኔ ካየሁት የኢትዮጵያ ፊልም ሁሉ አጨራረሱ የተመቸኝ,positive 
ኤጭ አሁን ኢሄም ብር ወቶበት ፊልም ተብሎ መሰራቱ ነው,negative 
እዚ ፊልም ላይ ያሉት ሴቶች ከቫይረስ የባሱ ለአለም በሽታ ናቸው,negative 
ኧረ አትሸውዱን ተው ስልኩ ጨልሞ ፊክ እንደሚዎሩ ያስታውቃል ቢንስ አስመስሉ,negative
ምንም አይልምቀጥሉበት,negative 
መዝሙር የምፈልጉ ሰብስክራይብ አድርጉ ጥኡም መዝሙሮች, neutral 
ደባሪ ስታስጠሉ!!!!! ይሄን ፊልም ብላችሁ ጊዜያችንን ታቃጥላላችሁ,negative 
ኮመንቶች እረ ተራርቃቹ ኮምቱ ለጥንቃቄ ያክል, neutral 
በዚህ 2 አመት ዉሰጥ ከተለቀቁት ፊልሞች ይሄ ይሻላል,positive
ምን ለማስተማር እንደ ፈለጋችሁ አልገባኝም ?ምን  የሚሉት አጨራረስ ነው,negative 
ምንድን ነው ፊልም ወይስ ተከታታይ ድራማ በዛ ላይ የመጠጥ የሐሺሽ ምንም ትርጉሙ አልገባኝም,negative
በቀን አንድ ፊልም አታሳጣን ያረቢ በቃ ጨርሼ መጣለዉ, neutral 
ይህ ፍልም ነው ወሬ ነው ስያስጣላ  ለነገሩ እኛ ነን ያጠፍነው ማየታችን,negative 
እግዚአብሔር ይገልብጣችሁ,negative
ወጣቱን ምን እያስተማራችሁት ነው ምድረ ቦዘኔ,negative
ፊሊም በናተ ቀር ስብልየ ነብስሺን ባጸደ ገነት ያኖርው,positive
ከአሥራ አንድ አመት በኋላ ደግሜ አየሁ ሰብሊዬ ነብስሽን በቅዱሳን እቅፍ ያሳርፍልን,positive
አራት  መቶ  ሽ  ብር  ቢኖረኝ    አይደለም    ከሀገር   ከስፈሬም  አልወጣ,neutral
መልካም አዲስ አመት,neutral
ኢትዮጵያ ለዘለአለም ትኑር,neutral
አሜን,neutral
አሜን,neutral
እባካቹሁ ሚስቴ እርጉዝ ናት ላይክ ግጯት,neutral 
ምን አለ ሌላ ነገር ቢያምራት አሁን ሰው ላይክ ያምረዋል ወይ ሚስቶች ይሁና,neutral
እንኳን ለ2011 አደረሣችሁ አድሡ አመት,neutral
የተራበ የሚጠግብበት የታረዘ  የሚለብስበት የታመመ የሚድንበትየሠላም  የታሠረ የሚፈታበት የፍቅር  የብልፅግና የመተሳሰብ ይሁንልን,neutral
ክክክክክክክክ አይይይይይ ይሄ ልጂ እዴት አባቱ ያምራል,neutral
ሀሀሀሀ አስተናጋጅዋ ደስ ብላኛለች,positive
 ይድፉችሁ,negative
እናመሠግናለን ይህን,positive 
እያየን ቀኑን እንግፋው እንጅ,positive
ሀኪም ቤት ሂጀ የ3 እረጉዝ ነሽ አለኝ እስኪ የደስታየ ተካፋይ የሆናቹህ ላይክ ግጭኝ,neutral
ይድረስ  ለስደተኞች,neutral
ለእራሳቼን  ማሰብ እንጀምር,neutral
ሻማ  መሆን ይብቃን,neutral
ውይይይይ ሀብታም መሆን እንዴት ያስጠላል ድህነቴ ማሪኝኝ,negative
እናቴ ናፈቀችኝ የሁላችንም እናት እድሜ ይርዘምልን ለሞቱትም ነፍስ ይማርልን አሜን,neutral
እረ ጋይስ የእውነት አፍቃሪ ጠፋ የእውሸት አፍቃሪ አስመሳይ ሰው ሰለቸኝ እስኪ እደኔ የሰለቻችሁ,neutral
ብቸኝነት ስሰማህ ሳይሆን ዝግጁ ስትሆን አፍቅር ።,neutral
አገሬ ልገባ ወር ቀረኝ  ክብር ለድንግል ልጅ።,neutral
ያገሬ ልጆች እንኳን አደረሳችሁ ዛሬ አብነአረጋዊ ነው በስደት ያላቸው እህቶች ወንድሞቼ አቡነ አረጋዊ ይጠብቃቸው,neutral
እኔ እምለው ፍቅርን ፍለጋ ስከራተት፣ለካ በየፊልሙላይ ተበትኖ ነው፣,neutral
ጉድ ነው ሰሞኑንስ መቶባችኋል ምንግዜ የማዳምን ስራ ልስራ ኧረ ቀስ በተራ አረጋጉት ያለቀኔ ሀገሬን እንዳልገባ,positive
እኔኮሚገርመኝ ኢትዮጵያ ግን ይሄን የሚመሳስል ቤትና ቦታ ያለ አይመስለኝም ነበር,neutral
መሮኛል አሞኛል አምሮኛል እያላቹ ልይይክ ምትለምኑ ግን ጥቅም ካለው ለምን አትነግሩንም,neutral
ግን ኢትዮጵያ ውስጥ ነው እንደዚህ አይነት ቤት ይገርማል,neutral
ይገርማል,positive
ይህ ፍልም ነው ወሬ ነው ስያስጣላ  ለነገሩ እኛ ነን ያጠፍነው ማየታችን,negative 
እግዚአብሔር ይገልብጣችሁ,negative
ወጣቱን ምን እያስተማራችሁት ነው ምድረ ቦዘኔ,negative
ፊሊም በናተ ቀር ስብልየ ነብስሺን ባጸደ ገነት ያኖርው,positive
ከአሥራ አንድ አመት በኋላ ደግሜ አየሁ ሰብሊዬ ነብስሽን በቅዱሳን እቅፍ ያሳርፍልን,positive
አራት  መቶ  ሽ  ብር  ቢኖረኝ    አይደለም    ከሀገር   ከስፈሬም  አልወጣ,neutral
መልካም አዲስ አመት,neutral
ኢትዮጵያ ለዘለአለም ትኑር,neutral
አሜን,neutral
አሜን,neutral
እባካቹሁ ሚስቴ እርጉዝ ናት ላይክ ግጯት,neutral 
ምን አለ ሌላ ነገር ቢያምራት አሁን ሰው ላይክ ያምረዋል ወይ ሚስቶች ይሁና,neutral
እንኳን ለ2011 አደረሣችሁ አድሡ አመት,neutral
የተራበ የሚጠግብበት የታረዘ  የሚለብስበት የታመመ የሚድንበትየሠላም  የታሠረ የሚፈታበት የፍቅር  የብልፅግና የመተሳሰብ ይሁንልን,neutral
ክክክክክክክክ አይይይይይ ይሄ ልጂ እዴት አባቱ ያምራል,neutral
አሜን ታሪኩ {ባባ} ሲናደድ እስራኤል ዳንሳን ሴጣን ሲያላቅቅ መሰለኝ,positive
ወቸ ጉድ ታሪኩ (ባባየ) ሀብታም ባለጠጋ ብቶን እንደት ያምርብሀል አንተው,positive
በጣም ትምርት ያለው ነው ሀሪፍ ነው ደራሲው መመስገን አለበት በጣም,positive
ምድረ በጥራቃ ሁላ,positive
ዋው...በጣም አሪፍ  ፊልም ነው,positive
 ያላያችሁ እዩት,positive
 ታሪኩ/ባባ/ ውስጤ ነው,positive
እናቴ እወድሻለሁ ኑሪልኝ,positive
ይሄ ፊልም ግን መጀመሪያው በጣም የተጋነነ ነው ምንኛ ነው,negative
አርብ ቅድስት ሀገሬ እገባለሁ,neutral
በጣም የሚያስተምር ድራማ ነው,positive
 ሰው ማንነቱን የሚያገኘው ከጥቅማጥቅም ሲርቅ ብቻ ነው,neutral
ደሀ መሆን ማንነትና ፍቅር የሚገልፅ ስንቅ ናት ደሀነት ትንሽ ስቃይ ሊኖረው ይችላ,neutral
ብዙዎን ደስ የምታመጣው እራሷ ስለሆነች ትግስትና ተስፉ አይለያቹ ባይ ነኝ,neutral
ተመችቶኛል ቀጥሉበት,positive
ሠሞኑን አዲስ ፊልም አበሸበሻቹህት ብርድ ሠለሆነ ማሞቂያ ነው እንዴ,positive
እኔ እሚገርመኝ የኢትዩጵያ ሙቪ ወይም ሲኒማ የማንኖርብርትን ለምን እንሰራለን,negative
ጽድት ያለ ነው ምንም አይጎለውም ከ አንዳንድ እጸጾች ውጪ,positive
ግን በዚ ዘመን እንደዚህ አይነት ሰው አለ ወይ ኢትዩጵያውሰጥ,negative
ምንድን ነው እሚያሰተምረው ለህብረተሰቡ ?,negative
በጣም ተጋኖል በጣም,negative
ሰሟኑን  ደሞ  ፎቃ  ያፎቃፎቀኝ  ነዉ  እስኪ  አይዞሺ  በሉኝ,neutral
ላይክ የምትሉ አሁንሰ አበዛችሁት እዴ ፉልሙን እንይ ውይሰ የናተን  ላይክ የምቱሉትን ነገር እረ ክግርግዳው ያጋጨልኝ እዴ በዛ,neutral
ላይክ,positive
አረ በለው  ስትመጡም ስትጠፉም አንድ,negative
እኔስ አያችኅለሁ መዳም ተሳፍራልኛለች ይብላኝ ላለችባቸው,negative
ፊልም ገና አሁን ተስራ ሀገሬ,positive
ላይክ ግጩኝ አልልም ያው በ እዝነት አትለፏኝ,neutral
ሳየው አስተያየት እሰጣለው እስገዛ ያላያቹ ገባ ገባ በሉ,neutral
እረ ተረጋጉ የመዳም ስራ ወሀ በላው,neutral
እኔምለው ፊልሞቹም ታስርው ነበር እንዴ ምህርት ተደርጎላቸው ነው መሰል,negative
ምን አለ ፣ አርቲስቶቹ ሲናገሩ የፒያኖውን ድምፅ ብታጠፉት ። እነሱን እንስማ ወይንስ ፒያኖውን ።,negative
ያጋጭሽ እዳትሉኝ አደራ በዛ ላይ ፊልሙ አሪፍ ነው,positive
እረ ላይክ ግጩኝ ግን ስሞትላችሁ,neutral
አይ አሁንስ በዛ ግራ አታጋቡን ስትይዙ አንዴ ስትለቁ አንዴ ፊልሙ ከመብዛቱ ታሪኩን እየረሳሁት ነው ከዘመኔ ወደ ዋሻው,negative
ታሪኩዬ ሀብታም ሁነክ ከምሰራ ምን አለ ድሀ ሁነክ ብሰራ..የመዳምን ስራ ትቼ አይህ ነበር,negative
እደው በሁሉም ይዣችዋለው,negative 
የቤት ጣጣ አታውሩ።,negative
ውይይይ እንደዚህ አይነት ባለጌ ልጅ እዳይሰጠኝ ያረብ ለናት ይህ አይገባትም,negative
አቤት ማሽቃበጥ ለሀብታም መቼም ውስጣችን ነው,neutral
ወይ ፊልም ወይ አገሬ እረ በሳቅ ገደላቹኝ,positive
ወይ አብት ይሄ ፊልም ኢትዮጵያን አይወክልም ቱርክን ነው,negative
ክክክክክክክክክክ አይ መኻንት ለካ ትክክል ነው ደአ አይለፊለት የሚባለው  በለው,positive
በጣም አሪፍ ነዉ ግን አባትየዉ ባይሞቱና ሁኔታውን ቢያዩ ደስ ይለኝ ነበር,positive
ኧረ ቀስ  ምንድነው ነገሩ ልደፍነው,negative 
የት ከርመው ነው የአለም ዋንጫ ውድድር  አስመሰሉት ታስረው የተፈቱ አይመስልም ክክክክ ወያኔ አስሯቸው ነበር መስለኝ,negative
እህ  ኮሜት ማበብ እዲሰለቸኝ አረጉኝ እነዚህ ላይክ አረጉኝ እሚሉ ሰወቺ,neutral
እስከ አሁን ካየሁዋቸው በጣም ለየት ያለ አሪፍ ፊልም ነው,positive
ሌላው ሁሌ ኮመንት እሚሰጡ ሰወች ትዝብቴ ከፊልሙ የወጣ ኮመት ነው ,neutral
ላገባ ነው ላይክ ሰጡኝ,neutral
ወዘተረፍ ይመቻቹ እንግዲ ምንም ። ማድረግ አይቻልም,positive
በህዎቴ የሚጠላ ነገር ብኖር ሃብታም መሆን ነዉ,positive
የእለት እንጀራ ካለኝ ይበቃኛል,neutral
እኔ ካንተ የምፈልገውን ሳላገኝ ከምሞት ብሞት ይሻለኛል,neutral
አረ እንዴት ነው አዲስ ፊልም መለቀቅ ተጀመረ እናመሰግናለን በርቱ,positive
ሀብታም ደሀን የገዛ ይመስለዋል ይባላል እውነት ነው አደል?,neutral
ባባ አስለቀስከኝ በጣም ቆንጆ ፊልም ነው,positive
ምርጥ ትምህርት ነው ዋው,positive
ኮረና ጠፋ ሲባል መስማት የናፈቀዉ,neutral
የሀገር  ልጆች  አረ የት  ናቸው  አድስ ፊልም  ተለቆል አብረን  እንይ  ያለ እንተ ምኖም አይምርም  የት  ናችው  ስወዳችሁ እኮ,positive
መገን ወር ሞላብኝ እኮ ይን ፊልም ለመጨረስ,negative
ውጪዎች ቢሰሩት የሚገርም ኤሮቲክ ይወጣዋል,positive
እናንት የፊልም ሰሪዋች ብዙ ፊልም ላይ ምግብ ቀርቦ ወይ ስትበሉ ስርአት የላችሁ,negative
ለምሳሌ ይህ ፊልም ምግብ ቀርቦ ሲነጋገሩ  ስላልተግባቡ ሊጎረስ የተጠቀለለውን መወርወር ይህ አሁን ምን ያስተምር እንዲህ,negative
መሆኑ የሚደሰት እለ  ፊልም እያስተማረ እንዲያልፍ ነው ግን ደግሞ ስርአትንም ማስተማር ያስፈልጋል,negative
ዛሬ የወረወርሽው ምግብ ነገ ይቸግራል ያ ቀን ሳይመጣ ትንሽም ቢሆን ስርአትን ተለማመጂ ገና ወጣት ነሽ,negative
ብዙ ነገር ይጠብቅሻል  ከዚሁ ተማሪ ስርአት ይጠቅማል እንጂ አይጎዳም,negative
አሪፍ ፊልም ነው  Thank you I enjoyed it,positive
አማርኛ ፊልም ርዕሱ ተመሳሳይ ፡የቤት ልጅ የጎረቤት ልጅ፡ የሰፈሬ ልጅ፡ የሴት ልጅ፡ የሴም ልጅ፣ የልጅ ልጅ ፣ የአክስት ልጅ ፡  ሰውየው ፡ሴትየዋ ፣ሹገር ማሚ ፣ሹገር ዳዲ እያለ ይቀጥላል,negative
ጩባው ያንተን ፊልም ሁሌ ኣሪፍ ነው      እስኪ ጩባው ላይክ ጉጩለት,positive
ቅድስ ገብኤል የልባችን መሻት ይፈጽምልን ከዚህ በሽታ ይስውርን አሪፍ ፌልም ነው እዩት,positive
ለመላው። የኢትዩጵያና የአለም ህዝብ ሰላም ያውርድልን መደሀኒለም ሆይ።  ማርን ይቅር በለን ወገኖቻችንን። ማርልን እኛንም። ክመከራ ስጋ ክመክራ ነፍስ ጠብቀን አሜን, neutral 
እስቲ ጩባውን አይቶ ፊልሙን የከፈተ, neutral 
እረ ወገን እኔ መዳም እራሷ ኮሮና ሆነችብኝ እኮ ,negative 
እኔ ጩባውን ስላየሁ ብቻ ከፈትኩት እኔም የምትሉ ግጩኝ ከመዳም ኩሽና ያጋጫችሁና ወዳችዋሎ, neutral 
ሰላም ሰላም የሀገሬ  ልጆች  በስደትም በሀገር ቤትም ያላችሁ   እግዚአብሔር ይጠብቀን ሀገራችንን ሰላም ያርግልን, neutral 
እኔ መቸም ሚሊዎን ብርሀኔን አይቸ ማለፍ ግፍ ይሆንብኛል በጣም ነዉ እምወደዉ በተለይ ዘጠነኛዉ ሽ ላይ የሳቄ ምንጭ እሱ ነዉ እኮ እህህ ኮሜንት አይቸ እመለስ አለሁኚ, neutral 
የልጁ ድምፅ ዋው ነው ኧረ ተጠቀምበት ጓዳ ለጓዳ አታርመጥምጠው አሪፍ ድምፅ አለህ በኮምፒውተር ያልታገዘ ያልተበረዘ የእግዚአብሔር ድንቅ ስጦታ ከቻልክ በዝማሬ ፈጣሪህን አመስግንበት,positive 
ወይኔ ሸሚዙ ግን ፍረደበት እየተቀያየራችሁ የምር ያበደነው አቤት ጩቤቲ, neutral 
ጩባው እንደ እኔ የሚያስቀው ግጩኝ።, neutral 
ጩቢቲ ከባድ ድምፃዊ መቶብሻል ቮካል ስሪ,positive
ልሹፈዉ እዴ ያምራል ደብሮኛን ድብርቴ ቢለቀኝ,neutral
ገዘብ ደስታን ጤናን አይገዘሰም  ከጎናችን ያሉትን ብናይ ስት ሰላም አለን አሪፍ ነው በርቱ,positive
አረ የቱን ትተን የቱን እንይ,positive
ዉይ እድዚህ አይነት ሀብታም አለ ሆ,positive
ድህነቴ ምን አለኝ ,neutral
እድሀ ቤት ነዉ ፍቅረ ያለ,neutral
የቱን እንስማ ሙዚቃውን ወይስ?,negative
ሙዚቃው ከሰዎቹ ድምፅ በላይ ነው። ,negative
ማሮች በባባ ሞት ሰብስክራይብ አድርጉኝ,neutral
እና የሰራሁትን እዮልኝ። በመቀጠል ስደት ለጨጓራ በሽታ እንደኔ ያጋለጠው ማነው?,neutral 
ስለዚህ በቤታችን ሀኪም ሳንሄድ በምን ቶሎ ልናስታግሰው እችላለን የሚለውን መፍትሄ ዱቅ አደርግላችሁ አለሁ። በሰብስክራይብ አግዙኝ,neutral
ዋው ምርጥ አስተማሪ የሆነ ፊልም,positive
አረፍ ነው እናመሰግናለን,positive
ለደራሲው ለአቤል ሀጎስ ትልቅ ክብር ይገባል!ምርጥ ድርሰት ነው,positive
ለመላው የእስልምና እምነት ተከታዮች ዒድ ሙባረክ,neutral
ደሞ ማናቅን እንጅ ትምህርት አይዴለም እሽ የስጠለለል እሽ,negative
ባባዬ ፍቅርኛዬ ስለ ምትመስል ያተን ፍልም ማየት እጋጋለሁ,positive
በለው ተንበሻበሽን,positive
