sentence,label
እጅግ የወረደ ፍቅርና ውለታን መለያየት ማሳየት የማይችል ዘማዊና ቆሻሻ የሆነ ድርሰትና ፊልም ነው። አንድ ሰው እንዴት የሌላ የሆነን ፍቅረኛ እግር በእግር ይከተላል ነውርም ድንቁርናም ነው። በተለይ የዋና ዋና  ተዋናዮችን  ብቃትና ችሎታ ግምት ላይ የሚጥል ደካማ ፊልም ነው ከዚህ በላይ የምስራት ችሎታ ያላችውን ብርቅ ተዋናዮች ይዞ ይህን መሰል የወረደ ስራ ማቀረብ ህዝብን መናቅ ነው። አዘጋጁም ሆነ ተዋናዩ መረዳት ያለበት ፍቅርና ውለታ የተለያዩ መሆናችውንና እንደ ባህላችንም ሆነ እንድ ምዕራባውያን የእንድ ሰው  እጮኛ  የሆነች ሴት ይህን መሰል አቀራረብ ፈፅሞ ተቀባይነት የሌልው ዘማዊነትን የሚያንጸባርቅ በመሆኑ ትውልድ እንዲማርበትና ሰውም እንዲዝናናበት በሚመስል መንገድ ,negative
ስራ እየሰሩ ፊልም ማየት ሲመች እየተከፈለህ ዘና ማለት,neutral
በናታቹ ላክ ግጩኝ አምሮኝ ነው ክክክክክክክ አድስ ገብ ነኝ,neutral
ዋው ሲኒማ ቤት ገብቸ ስላየሁት like እፈልጋለሁ የዜግነት ግዴታየን ተወጥቻለሁ ፩ እኔ ነኝ እርር,neutral
ላይክ ግጩኝ የምትሉ ከግድግዳጋ ተጋጩ,neutral
እድሜ ለሌቦች ይህ እስኪለቀቅ ድረስ እኔ 12 ሁለት ልጆች ወልጂ አሳድጊ። አስተምሪ አስመርቃለሁ,neutral
ሌቦችየ እድሚያችሁ ይርዘም ግን ተሎ አታጥፉብን,negative
ምጊዜ አያችሁት እና ለኮሜት በቃችሁ,negative
ሹፉት ፀዴ ነው,positive
ማሮች,positive
እድሜ ለሌቦች,negative
እናመስግናለን በጣም ደስ ይላል,positive
ዋውውውው በጣም ያምራል,positive
ምንድን ነው ጭሱ በዛ ጭሳሞች በተረፈ ያምራል,positive
እና መሠግን አለን በጣም ጥሩነውመዳሜ ሽበካውን ዘግታባኚ ቆየ ገና እያየሁት ነው,negative
ዋውውውውው ሲያምርር,positive
እናመሰግናለን,positive
ስውድህ,positive
የሚገርም ፊልም ነው ።ለካ በቁማር ሚስትም ይያዛል,positive
ያምራል ውስጤ ናችሁ,positive
እናመሰግናለን ያላያችሁ እዩት። ተመችቶኛል,positive
ዋው በጣም ደስ የሚል አስተማራ ፊልም ነው ዋውውውውው በርቱ ሀይማኖት ክርስትያናው ምግባራ ማለት እንደዚህ ነው ዋውውውው,positive
ይመቻቹ,positive
ሀሪፍ ነው እናመሰግናለን,positive
ዋውውው በጣም አሪፍነው ፊልም ነው,positive
ክክክክክክክክክክ። ይመቻችሁ,positive
ሌባችዬ አናመሰግናልን ።በነካካ እጃችሁ ያብደች አራዳን ስርቀለን ።,negative
በጣም ደስ ይላል,positive
በእናታችሁ የ6 ወር እርጉዝ ነኝ የላይክ አምሮት ሊይደፋኝ ነው,positive
እነመሰግነለን ደብሮኒ ነበር,positive
በለው ጭስ ውስጤ ነው,neutral
ምርጥ ነው,positive
አደኛ ነኝ ግጩኝ,neutral
ወይ። የናተ ነገር,neutral
ወይ ጉድ,neutral
አቦ ይመቻቹ,positive
አራፋነዉ አስተመራነዉ ሱሰኛነኛ  ለኔ ትምህራት ይሆናል  አመሰግናለሁ  ከሱስነፃ እንሁን,positive
ኤጭ,neutral
በሰባት አመት ደግሜ አየሁት ስወደው,positive
በሳቅ ልሞት ነው,positive
የሰው ወርቅ አያደምቅ በትክክል 100% ምርጥ ፊልም ነው በተለይ ለእውነተኛ ፍቅር ሲባል እማይገባበት ቀዳዳየለም!!!,positive
የሤት ወንዳወንዷ ሥታምር ይመችሽ አቦ,positive
እምባየ ጠብ እስኪል ነው የሳኩት ይመቻችሁ,positive
ምንአለ  እውነተኛ  ፈቅር  በፊልም  ብቻ  ባይሆን?,neutral
በሳቅ ገደላችሁነኝ ምርጦች፡፡,positive
ምርጥ ነው,positive
ዋው በጣም ከምባሎ በላይ ደስ ይላል ግን በሳቅ ሞትኩት,positive
ከምንም ከማንም በላይ ሀሪፍ ነው,positive
ከምኔው  አይታችሁ  ኮሜንት  ውይይይ,neutral
ማንነት በመልክ አይደለም ወይንም በልቢስ ሁሉም ለበጎ ነዉ,neutral
በሣቅ ንፍር አረጋችሁኝ,neutral
ዋዉዉዉዉዉዉ በጣም አሪፍ ደስ የሚል ፊልም ነው,positive
ምናለ ፍቅርምእደፊልም ቢሆን,neutral
ዋዉ ወደድሁት በጣም ደስ ይላል,positive
ዋው ደስይላል በርቱ,positive
ልሹፈው፣ደስይል፣ንገሩኝ፣ያየችሁት,neutral
አሪፍ ነው ይመቻል,positive
ደሥይላል ተመቸኝ,positive
አተ እሷን አፈቀርክ እኔ አተ አፍቅሬ ተቃጠልኩ የማይገኝ ነገር ማሰብ,neutral
ደስ የሚል ፊልም ነው ዋውውው,positive
አደኛ ነኝ ዛሬ ላይክ በሉኝ አይከፈልበት,neutral
የመጀመርያየ ነው ኮመንት ስሰጥ  ደስይላል,neutral
#እውነት ለመናግር አስተማሪ ነው ድህነት ማለት ንፁህ እና ክፈት የሌለው .ሰላም ነው #ትልቅ መልክት ነው ላይክ እናርግላቸው,positive
እኔ ሁሌም ደስ ካላለኝ ኮመንት አልሰጥም  አሁን ግን ስላየሁት በጣም አሪፍ ስለሆነ እንድታዩት ጋብዣለሁ ,positive
ሁሌ ሀብታምና ደሀ ኤጭ በቃ ሙድ ቀይረ፪ ደሀና ደሀን አሳዩን እኛ ድሆች ላይ ነው ድርሰት ሚያምረው,negative
በምርጥ ተዋንያን የተሠራ ምርጥ ፊልም,positive
የኔ ለቅሶ እንደሆነ  ሰአት እና ግዜ አይገድበውም እንኳን ፊልም ሆነ  ፊልም መሆኑም እያወኩ ማልቀሴ ኖ የሚገርመኝ እጭ ለመሞት የኖርን ለመኖር መጨነቅ,neutral
አረ ደሀ የገንዘብ እንጅ የአይምሮ ደሀ አትሁኑ ያኔ ሙሉ ሰው ትሆናላችሁ,neutral
ኡፍፍፍፍፍ እናንተስ ለብራችሁ ነው እኛን በነጻ አታስለቅሱን,positive
አይ እናት ሀገሬ አረቄ ቤቶችሽን በወጣቶች አደመቅሻቸው🤔 ወጣት እምነቱን ሀገሩን እራሱን ሲጠብቅና ሲያደምቅ ነው ሚያምርበት!!!,neutral
የዚህ ፊልም አድናቂ የሆናችሁ ሰብስክራይብ አድርጉኝ,neutral
ፓርት 2 ቢኖረው ይበልጥ ያምራል ይመቻችሁ,positive
ላለ ማልቀስ ታገልኩ ግን ከላይ ባይፈስ ከስር አነባ አይኔ በጣም ያሳዝናል,positive
ው በጣም አሪፍ ነው ወይ ድህነት! !!!!,positive
እናመሰግናለን ጥሩ ፊልም ነው,positive
ፊልሙን ሳላይ እኮ ኮመንት ማንበብ ጀመሩን,neutral
ደጋግሜ አይቼዋለሁ ሁሌም አዲሥ ነዉ ለእኔ ምርጥ እና አሥተማሪ ፊልም ነዉ።,positive
እኔ ምለዉ የኢትዮጲያ ፊልም እንጊሊዘኛ ካልገባበት አይሆንም ማለት ነዉ ምናለ በራስ ቆንቆ መኩራት ቢቻል የዉጪ ነገር መቼም ብርቃችን ነዉ,negative
በጣም ደስ ይላል ግን በልቅሶ ጨረስኩት አምላኬ ሁሌም እናት አባት ሞት ባይኖር,positive
ውይይይይይይይይይ እንዴት እንደወደድኩት,positive
ምርጥ ፊልም!ሁሌም የወንዶች ከልብ የመነጨ ጓደኝነት ያስደምመኛል,positive
ሰው መሆን ብቻ በቂነው የሰውን ሃሳብ ለመረዳት ብቻ በጣም ደስ የሚል ነገር ነው,positive
ትምህርት ሰጪ ነው  እናመሰግናለን,positive
ዋውውውው በጣም አስተማሪና አሳዛኝ ታሪክ አለው ሁላችውንም እናመሰግናለን,positive
አይኔ አበጠ ያለቀስኩበት አይይይይ እዳው ምናለ ባታስለቅሱን ስጋራናመጠጥ እደማይጠይቅም ያመለክታል,positive
ውይ ሲያሳዝን።,neutral
ሲገርም ምርጥ ፊልም,neutral
ምርጥ ፊልም እስከዛሬ ሳላየው ያላያቹ እዪት የምር ያምራል,positive
ያስለቅሳል ያስተምራል  ግን ፒርቲ ቢኖርው የበለጠ ደስ ይለኝ ነበረ  በተረፈ ኣሪፍ ነው ትንሽ ኣጠር ብለዋል,positive
መወለዉ ቋንቋ ነዉ ከሚለዉ በላይ ያሳየን ፊልም ነው።,positive
አጪበርባሪ ግን ለምንድነው እንድህ የምተደሪገው ወንድሜ እየልክ ግን የክሱን አርግፋከበት  በጣም ነው የምተስጣለው  ግን አላህ ሀደያ ይስጣችሁ,negative
ምድነው መጨረሻው ወይስ ፓርት 2አለው ፈጣሪ ሆይ ትግስቱን ስጠኝ,negative
ልዩ ወቅታዊ የሆነ ነፍስን የሚያረጋጋ መንፈሳዊ የንሰሃ መዝሙር!!!  ከታች ያለውን ሊንኩ በመጫን ይከታተሉ!!!,neutral
ፊልሙ አሪፍ ሆኖ ካለ,positive
ክላሲካል ይበዛቡታል  የድምፅ እጥረት  አለ,negative
ምንም እማይነፋ ፊልም።,negative
የነዚ ሴቶች የወደፊት ተስፋ ምን ይሆን? ያሳዝኑኛል። ለቤተሰቦቻቸው ሸክም።,negative
አሪ አኡኡኡኡኡኡኡኡኡኡኡኡ,negative
ምን ኣይነት ፊልም ነው በሂወትይ አንደዝ ኣየናት ፊልም ኣይች ኣልኪም,negative
በጣም አሪፍ ፊልም ነው። ደግሞም ሊሆን የሚችል ነገር ነው ወድጄዋለሁ።,positive
መልእክት የሌለው ነው።,negative
ሲያስጠላ ፊልሙ አንድ ቁም ነገር የለው ዝም ብሎ ቢራ + ጫት ትርጉም የለው ጭብጥ የለው ዝብርቅርቅ ያለ ነገር,negative
አስተላለቅ ጠላው,negative
ሴቶች register በማድረግ የስለምን ቤተሰብ ይሁኑ,neutral
እሺ እንየውና እኮምታለን ፈጣሪ ከዚህ በሽታ ይጠብቀን,neutral
ምንድነው ነው አሁን ይሄ ፊልም,negative
በጣም የሚመች ፊልም ነዉ ደግም ቂቤው ይመቻል ችኩቹ ኪኪ ናቸው,positive
ውይ የአዲሳባ ሴቶች ስታስጠሉ በጣም ትዘጋላችሁ,negative
ቀሽም ፊልም ነው ዮናታን ጎበዝ ተዋናይ ነህ ግን ይህ ካራክተር በጭራሽ ላንተ አይገባህም ነበር። በመሰረቱም ፊልሙ መሰራት አልነበረበትም ኪሳራ ነው። ለማንኛው ግዜያቹ ባታጠፉ ደስ ይለኛል።,negative
ምኑ ነው አስተማሪ ?,negative
በጣም ደሰይላል  አረ በለው አሜሪካ የመረጠው ልጂ ወድጀዊለሁ,positive
ምድረ ጫታም ጫታም ሴት ይደብረኛል,negative
መቸም ይህ ብር የማይሰራው የለም,negative
ግን  ኮሜንቶችን ግን ሳላደንቅ አላልፍም,neutral   
ስለበሽታው ነው እያወሩ ያሉት ዱአም የሚደርጉት ዋው,neutral
በስመአብ አረ ስንች አይነች ዋሻ ነው ያሎ በሀገረችን አዎይ ከንቱነት  ዌይኔ,negative
ይሄን ፊልም ሰለሞን JTV  ሪሞት እንዳያየው  ነፍ ስህተት ነው የሚያወጣለት  እኔ እንኳን ህፀፆች አግኝቼበታለሁ ።,negative
ምንድነዉ  መጨረሻዉ,negative
ድራማ. ወይም. የሲኦል. መደር. እርሱ. ባላ አደራው. ሳይሆን. እርሱ. መባል. ያለበት. ባለ. ሰካራም.    እስቲ. ከጫት. ከዝሙት.  ውጡና. ለየት. ያለ. ስሩ. ምድረ. ሲኦላም,negative
1 ስዓት ከ 25 ደቂቃ ማስታወቂያ ስለ ናይት ክለብ,negative
ለረመዳን ትንሽቀን ቀረው ሁላችንም ዱአ እናድርግ,neutral
አሹ የሚባለው ተዋናይ በጣም ጎበዝ ተዋናይ ነው።,positive
አጨራረሱ ግን ይደብራል,negative
ሜሮን ያላችኋት ልጅ ብዙ ፊልሞች ላይ አይቻታለሁ ሁለ ነገሯ የሚመቸው የልጆች ፕሮግራም ላይ ብቻ ነው።,negative
ምንም አያምርባትም።,negative
ደራሲው እራሱ መከሰስ አለበት 18 ዓመት ያልሞላትን ልጅ እዚህ ቦታ ላይ ማሳተፉ,negative
ደስይላል ለካ ፊልም ትምሮምናምን አትፉልግም ለካ,negative
እኔ የምለው የምታስተምሩን ዳኪራና መጠጥህ ብቻ ነው አይ ኢትዮጵያውያን,negative
አሁንማ እድሜ ለኮሮና ተዘጋ ለዘላለም ይዘጋ,negative
ተጫወታቹብን ይሁና ቤት መዋል ነዉ እንዲ ያጫወተብን,negative
አረ ሠወች ሥለፊልሙ አሥተያየት ሥጡ ውይ ሥትዘጉ,negative
የአዲሳባ ወዶችም ሴቶችም ጥፍት በሉ ስታስጠሉ,negative
ኣረ ገና ሳለየው በኮሜንት ኣስጠላኝ ኣድም ኣሪፍ ፊልምነው የሚል ልጣ,negative
ነጸብራቆች እናመሰግናለን አቦ በጭንቀት ልፈነዳ ነበር ምችት ይበላቹ,positive
ኤጭ ምን ሼ ነው አይነፋም,negative
ምንም አይነት ትምህርት የለውም።።።,negative
ምን ሚበል ፊልም ነው ቃልድ ነው ወይስ ምንድን ነው,negative
ውይይይይይ ሴቶች አሁንስ አስጠላችሁኝ ምን አይነት ድቄታም ብቻ,negative
ምድነዉ ማለቂያዉ የማይገባ ሥታናድዱ,negative
ምን አይነት ኮሮና የሆነፊልም ነው ኤጭ,negative
እንዴ መጨረሻዉ ምድነዉ አልገባኝም,negative
አሁን ይሄም ፊልም ነው ካልቻላችሁ ለምን አትተውትም የተረት መፅሃፍ story በስንት ጣዕሙ እባካቹ ተመልካቹን የዚን ያክል አትና,negative
እዴት ነዉ እንቅልፌን ጥዬ ልይው አሪፍ ነዉ ወይ ....?,neutral
እንዴ  እየቀለዳችሁ  መሆን አለበት  እንዴ  በቃ አለቀ ማለት ነው  ክክክክክ  ይህ ነው መጨረሻው,negative
ትግስቱን ስጠን በቃ ኣለቀ ሆሆ ምን እንበለዉ??!,negative
በጭስ መመጠጥ ባልጋ በጭፈራ አለቀ ምንኑም ሳይገባኝ ቱቱቱቱ,negative
ፊልም ነው ወይስ ድራማ,negative
በቃ ፊልም ለመስራት አንድ የሙዚቃ ክሊኘ ላይ መውጣት ነው አበቃ አይ ጥበብ,negative
አሁንስ ከኮሮና እኩል እየተለቀቀ  ነው የኢትዬ  የፊልም ስራዎች።,negative
ኡፍፍ መልካም ዜማ ያሰማን የአባታችን ብፅዑ አብነ ጎርጎሪዮስ መረከታቸው ይደርብን,negative
ረ ጥሬ ተከልክሏል ኮሮና  ኮሮና ተረሳ ርቀትዎን ይጠብቁ አይደናገጡ,neutral
ውይይይይ አፈ ቅቤ ልበጩቤ ጋደኛ መስሎ ጥላት ልክ እንዴ አሹ አይነት አለቅላቂ እና ተኮረና አላህ ይሰውረን አሚን በሉ,neutral
ይሄ ሺሻና ጫት ግን ምንን ለማስተማር ነው ደንዝዛችሁ ህዝቡን አደንዝዙት እሺ,neutral
አራ ኮሮነ እኘን ጭንቃት ሊገድለን ነዉ ጭራሽ  ጨት፣ ሺሻ፣ ሲጋራ አረ ሼ ነው።,negative
ወይ ስተስጠሉ,negative
መጨረሸ የሌለ ፍልም ማያት ሰለቸኝ..,negative
ቆይ ግን መጨረሸ ምን ሆኑ?????ቀልበችን አትገፈፉ,negative
አጨራረሱ ማያምር ፊልም ያስጠላኛል በጣም ነው የተናደድኩት,negative
ምን አይነት ፊልም ነው እርግጠኛ ነኝ የተሰርቀ መሆን አለበት ,negative
እንዴ ይሄ ነገር መች መች ነበር እሚታየው? እንደተከታታይ ድራማ ያልቃል እንዴ 😅ለነገሩ ቺኮቹ ቺኮቹ ያሉበትን ፓርት እያሳለፍኩ ነው ያየሁት,negative
ዮናታን ስላለበት ባይሰረቅ ደስ ይለኝ ነበረ ግን እናመሰግናለን እንደ ወረደ ስለ ጋበዛቹን,positive
አይ እዮሀ ኢንተርቴመንት ለላ ሲትኮም ፊልም አመጣችሁብን ደሞ እረ ዘጠንኛው ሺ ይግደለን ደሞ ለዚ ብየ 1:20 ደይቃየን ማባከኔ,negative
ቡዙም አይነፋም የፊልሙ አጃማመር እና ፍፃሜው አይስማሙም,negative
እደው ጥልጥል ብላችሁ ቅሩ ምን የሚሉት ነው መጨረሻው,negative
ውድ ሙስሊም እህት ወንድሞቼ ኑ አዲስ የዩቲዩብ ቻናሌን ሰብስክራይብ አድርጉ የተለያዩ የኡስታዞቻችን ዳዕዋ አዲስ መረጃ ወዲያው ከተፍ ይልላቹኃል,neutral
ተጫወታችሁብን ለዬትብ መልቀምያ ፊልም እየሰራችሁ !!,negative 
ምድርን ከረበሸው ኮሮና ፈጣሪ ያጥፋልን,neutral
መጨረሻው የገባው የስ ረዳኝ,negative
 በተረፈ አሪፍ ነው,positive
አጨራረሡ የአናድዳል,negative
ነጸብራቅ እናመሠግናለን ከጭቀት ገላገላቹን ኮረና ኮረና እያሉ አስጨነቁን,neutral
ይቅርታ እንደ እርእሱ አይደለም ያስጠላል,negative
ማንም ባያየው የሚመረጥ ሀገር ፊልም አይኔን ቀለድኩበት,negative
ምንድነው ፊልም  መጨረሻው  ቁጥር 2 ይኖረዋል,negative
አሜን አሜን አሜን ግድ ነው በፀበላችን በእምነታችን,neutral
ሲያስጠላ ምን አይነት ነው ፊልሙ ወሬ,negative
ቀዥቃዣ ወድ፡ያሥጠላኛል,negative
ማነው እደኔ ባስነጠስው ቁጥር አንድ ኪሎ ስጋ እሚቀንስ,neutral
ከኮሮነ ፈጠሪ ይጠብቀቹ ይጠብቀን,neutral
ፍልሙ መጨረሻው እንዴት እንዳ ምየምሪ,positive
አልጨረስኩትም አየዋለሁ ግን ዲምፁ ይረብሻል የረበሸው አለ እኔን ብቻ ነው,negative
ምኑም የማያስተምር ፊልም ይከን አየሁ የሱስ ጎሬ,negative
እሰኪ እንየው ሰሞኑን እቤት ሰለሆንን ከጭንቀት መልሰ ፊልም እናያለን ሰላም ለሀገሬ ህዝብ እመኛለሁ።,neutral
ምንም ቁምነገር የለእውም,negative
መጨረሻው ይደብራል ፓርት ፪ ከሌለው,negative
እውይ አርጊሌ ዘጊዎች,negative
መጨረሻውን አሳዩን ባካቹሁ,negative
የሚለፈልፈው ልጅ  ሲያስጠላ,negative
እስኪ እንሹፈወ ደቀ ብልን,neutral
ቆይ ሙዝቃዉ እንሰማ ወይሰ ፍለሙን,negative
በቃ መጨረሻው እደዚህ ነው,negative
ጠላሁ በጣም የወረደ ፊልም,negative
ሠዉን  መዉደድ  እጅ ማመን አያሥፈልግም   መጨረሸዉ  ግን  አይመሥጥም,negative
ድነዝምናችሁም አያምርም,negative
ወይ ሴቶች መጬስ መቀም ልቦነ ይስጠቹ,negative
ኣርቲስት ነን ስትሉ ትንሽ እፈሩ,negative
የመጀመርያው ቀሽም ፊልም እጭ,negative
ከሁለቱም አንዱን ሳይዝ ሲያሥጠላ,negative
አፈር ብሉ አጨራረሱ ሲያስጠላ,negative
እሄን ፊልም ሳየው ብርታትናጥካሬ ይሰማኛል,positive
በጣም  ደስ  ይላል   መልካም  ልደት  የወኒ  ሺኮኮ,positive
ውይ ስቴ አየውት ስወድክኮ ባባዬ,positive
እውነት ውድድድድድ ነው ይደረካቺው ስታምሩው,positive
እረ በሳቅ ገደለኝ ባባየ,positive
ትምርት ያገኝወበት በይወተ እኔነቴን የፈተኩበት ፍልም በጣም አሪፍ,positive
እናቴ ትንሽ ታገሽኝ ኣንድ ቀን ኣኮራሻለው,neutral
ዋውው በጣም ምርጥ ፊልም ነው ጎበዞች ቀጡሉበት,positive
ደስ ይላል ምንም አይልም በርቱ,positive
አይ ሀብታሞች ብር ሸቀጥ እጅ ፍቅርን አይገዛም እሽ ተማሩ አይ ድህነት እደኔ ልቡን የሰበረው ውይ ማጣት አይኔ እያያት ላጣት,neutral
በገንዘብ ምክንያት ፍቅረኛዬን ስላጣውት እያለቀስኩ ነው የጨረስኩት,positive
ኡፍፍፍፍ እንዳት  ደስ የሚል ነው አይ ፍቅር ፊልምላይ ብቻ ሆነ እንጂ,positive
ቆየን ካየነው እንግዲህ ደግመን እንደበርበት እንጂ,positive
ትንሹ ልጅ በጣም ይመቸኛል፡፡፡,positive
በሺታ በስደት ላይ እንዴት ይከብዳል እስኪ ፈጣሪ ይማርሺ በሉኝ,neutral
አሞኛል ዱአ አርጉልኝ ስወዳቹ,neutral
ባልና ሚስቱ የተወኑበት ምርጥ ድራማ  የሶል እና ቤቲ ስወዳችሁ,positive
በእውነት ቆንጆ ፊልም ነው ውድ ኢትዮጵያን በሙሉ የሰው ልጅ መጀመሪያው ምንም ይሁን የሰው ልጅ መጨረሻው ሲያምር ነውና እግዚአብሔር የሁላችንም መጨረሻችን ያሳምርልን,positive
መጨረሻ ላይ ያለውን ዘፈን ልቀቁልን ፊልሙ እራሱ ያምራል,positive
ሰሞኑን ሶደሬዎች አልተቻላችሁም አቦ ይመቻችሁ,positive
ሰሞኑን  በሰላም ነው ስትለቁ በተከታታይ  ስትጠፉ በተከታታይ  ለማንኛውም  ፊልሙን አላየሁትም  ከስራ መልስ ሰለፊልሙ አስተያየት  እሰጣለሁ ,neutral
ስራችን ጨርሸን እናያዋለን,neutral
አለም ሰገድን ማየት የናፈቀው,negative
ሰላም ለሀገራችን ፍቅር ለወገኖቻችን,neutral
ሶልዬ ስወድህ እኮ በፈጣሪ ይድሜና ጤና ይስጥህ ከነቤተሰቦችህ,positive
ሾፌ እመለሳለሁ ,neutral
አቤቱአምላኬ ለንሰሀ ሞት አብቃኝ ሀገራችንን ሰላም ያርግልን ወገኖቼ,neutral
ኦፍፍፍፍፍፍፍፍፍ እመብርሀን ለንስሀ ሞት ታብቃን ልቤን የባሰ አሳሳዉ አይ ስደት,neutral
ሠላም እህት  ወንድሞቼ  በስደት ያላችሁ  ፈጣሪ  ከክፉ ነገር  ይጠብቃችሁ  💚💛❤ኢትዮጵያ  ሀገራችንንም  ሠላም ይሁንልን. ምርጥ  ፊልም  ነው,positive
ቆንጆ እንደሚሆን ጥርጥር የለዉም ልየዉና,neutral
ጎሽሜ ላቭ ዩ lolምንጊዜም የ እንግዳሰው(ቴዲ)አድናቂ ነኝ,positive
ክክክክ ኧረ ባልና ሚስት ደስስስስስ ሲሉ,positive
አሪፍ ነው አስመሳይ ሰው ድሮም መጨረሻው እሄው ነው ቀጥሉበት ደስ ይላል,positive
የስደት እህቶቸ ሰላማችሁ ይብዛልኝ ወቶ ከመቅረት ይሰውረን ህልማችን እውን ሁኖ ለሃገራችን መሬት ያብቃን,neutral
ወይ ጡንቻ ማማሰያ እጅ,negative
ውድ ያገሬ  ልጆች አምላክ ፍቅርና ሠላሙን ያድለን ።ድንግል እቅፍ ድግፍ አድርጋ በሠላም ላገራችን ታብቃን።ያላያቹ እዩት ምርጥ ፊልም ነው።,positive
1 አመት አለፈው ከተለቀቀ  እኔ ገና አየሁት ወይኔ ይህ ልጅ መቼ ነው የሚወፍረው #ቴድዬ ስወድክ,positive
ደስ ይላል ፍቅር አሸናፊ ነው ፍቅር ለዘላለም ትኑር,positive
እጅህን ስጥ አለኝ ፈረንጅ ፥ እጅ ተይዞ ሊወሰድ፥ ምን እጅ አለው ... ሎሬቱ የገጠመለትን ጀግናውን አፄ ቴዎድሮስን ምነው ስሙን መጥራት ዳገታችሁ??? የታሪክ ቡዳዎች!!!,negative
እናመሰግናለን የስደት መዝናኛ እናንተን ባናገኚ በጣም ምርጥ ፊልም ነው,positive
ቴዳዬ ስወድክ,positive 
ያምራል,positive
ለሀዘን ማረሳሻ ነው ፊልሙ በታሜ ደብሮኛል አቦ,positive
አስተያየት አራዳ ሲኒማ አርማችሁ ከቪድዮው ማስነሳት አለባችሁ ቦታውን ይዞታል አመሰግናለሁ,negative
አርፍ ነው እናመሰግናለን አድናቂህ ነኝ ቴዲ በርታልን,positive
ውይ ይህ ቀጫጫ ልጅ የእውነት ቀጭን ነው በስማም ደግሞ ጡንቻ አለኝ ይላል እንዴ ቅቅቅቅቅ ምርጥ ፊልም ነው ቀጥሉበት አቦ,positive
ይሄ ሰውዬ ምን ሆኖ ነው የራብ ዘመን ማስታወቂያ መስሎ የቀረው,neutral
ያምራል እንግዳሰው (ቴዲ) ያለበት ፊልም ይመስጠኛል,positive
ቀጮዬ ስውድክ እኮ የምተውናቸው ሁሉ ይመቹኛል,positive
